Provider Org Code,Provider Org Name,Total All,New_RTT_Periods,Completed_RTT_Pathways,Break_Even_Demand_Increase_Pct
RBV,THE CHRISTIE NHS FOUNDATION TRUST,3125,3778.0,4196.0,11.106405505558497
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,82592,38420.0,27588.0,7.180635085892765
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,56474,34654.0,24192.0,6.981012292953196
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,21377,14816.0,11466.0,7.738930885529159
RCF,AIREDALE NHS FOUNDATION TRUST,14155,9060.0,8024.0,8.856512141280353
RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,11355,8024.0,7518.0,9.36939182452642
RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",25086,12066.0,6628.0,5.4931211669153
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,39606,23844.0,18224.0,7.643012917295756
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,36206,18000.0,12504.0,6.946666666666667
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,89788,39552.0,33034.0,8.3520428802589
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,13214,4366.0,3028.0,6.9354099862574445
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,66289,36044.0,34464.0,9.561646876040395
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,43280,30916.0,23298.0,7.535903739164188
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,62986,26558.0,26750.0,10.072294600497026
REN,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,713,732.0,1016.0,13.879781420765028
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,11700,6618.0,6646.0,10.042308854638863
RET,THE WALTON CENTRE NHS FOUNDATION TRUST,14881,10642.0,6458.0,6.068408193948507
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,21978,14088.0,13404.0,9.514480408858605
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,29599,16904.0,13770.0,8.146000946521534
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,27020,14154.0,12226.0,8.637840893033772
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,5670,3596.0,2980.0,8.28698553948832
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,76043,37374.0,29128.0,7.793653341895436
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,31349,14344.0,12740.0,8.881762409369772
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,33330,15784.0,10810.0,6.8487075519513425
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,59372,33838.0,30438.0,8.99521248300727
RH5,SOMERSET NHS FOUNDATION TRUST,53524,29468.0,24588.0,8.34396633636487
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,74068,39470.0,35582.0,9.014948061819105
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,63326,34868.0,32104.0,9.207296088103705
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,57558,30690.0,25386.0,8.271749755620725
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,35155,20428.0,9080.0,4.444879577051107
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,110502,66178.0,57212.0,8.64516908942549
RJ2,LEWISHAM AND GREENWICH NHS TRUST,57469,27462.0,21370.0,7.7816619328526695
RJ6,CROYDON HEALTH SERVICES NHS TRUST,37031,22104.0,18808.0,8.508867173362287
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,69329,35924.0,30806.0,8.575325687562634
RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,735,514.0,538.0,10.46692607003891
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,31289,16938.0,12456.0,7.3538788522848035
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,72150,38634.0,32870.0,8.508049904229436
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,42014,20564.0,18142.0,8.822213577125074
RJN,EAST CHESHIRE NHS TRUST,17182,7414.0,5264.0,7.100080927974103
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,32730,18556.0,14024.0,7.557663289502048
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,89950,49276.0,40458.0,8.210487864274699
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,32753,16308.0,13028.0,7.988717194015209
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,47271,32208.0,31646.0,9.82550919026329
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,72193,32156.0,24726.0,7.689389227515861
RKE,WHITTINGTON HEALTH NHS TRUST,22839,16092.0,12680.0,7.879691772309222
RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,23398,7722.0,9192.0,11.903651903651905
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,72008,32380.0,32084.0,9.908585546633725
RLQ,WYE VALLEY NHS TRUST,27486,13972.0,12310.0,8.810478099055254
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,19369,10398.0,8218.0,7.903442969801885
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,70643,30844.0,29858.0,9.680326805861757
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,133909,55078.0,39784.0,7.223210719343477
RMC,BOLTON NHS FOUNDATION TRUST,37808,18708.0,12770.0,6.82595680992089
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,16793,12322.0,10492.0,8.514851485148515
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,42881,16900.0,16286.0,9.636686390532546
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,50470,35696.0,33670.0,9.432429403854774
RN7,DARTFORD AND GRAVESHAM NHS TRUST,30461,16368.0,14776.0,9.027370478983384
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,47261,22488.0,19494.0,8.66862326574173
RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,34908,18084.0,17600.0,9.732360097323602
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,27712,16664.0,12912.0,7.748439750360057
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,39604,17544.0,17350.0,9.889420884632923
RNZ,SALISBURY NHS FOUNDATION TRUST,29733,16352.0,14616.0,8.938356164383562
RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,8382,3990.0,4670.0,11.704260651629072
RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,54327,28580.0,24704.0,8.643806857942618
RP6,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,39641,27874.0,26056.0,9.347779292530674
RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,10,20.0,20.0,10.0
RPA,MEDWAY NHS FOUNDATION TRUST,34991,16816.0,15094.0,8.975975261655567
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,21893,8686.0,8606.0,9.907897766520838
RPG,OXLEAS NHS FOUNDATION TRUST,166,356.0,376.0,10.561797752808989
RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,1874,3458.0,4312.0,12.469635627530366
RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,21543,10734.0,10032.0,9.346003353828955
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,73615,34002.0,26118.0,7.68131286394918
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,38558,20970.0,15542.0,7.411540295660468
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,26863,20832.0,15482.0,7.431835637480799
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,11492,9042.0,7276.0,8.046892280468922
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,85753,53080.0,42696.0,8.043707611152977
RRE,MIDLANDS PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,10291,11124.0,6966.0,6.262135922330097
RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,13283,6762.0,5560.0,8.222419402543627
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,93337,56852.0,45984.0,8.088369802293675
RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,77928,40468.0,33786.0,8.348818819808244
RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,84,20.0,12.0,6.000000000000001
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,86942,63550.0,49530.0,7.793863099921322
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,69868,40336.0,23796.0,5.899444664815549
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,39619,23230.0,15906.0,6.847180370210934
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,96379,49736.0,38780.0,7.797169052597716
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,90587,44508.0,37972.0,8.531499955064259
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,54116,26588.0,21136.0,7.949450880096284
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,50672,26804.0,19920.0,7.43172660796896
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,57203,33900.0,27000.0,7.964601769911504
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,35626,21904.0,16028.0,7.317384952520088
RVJ,NORTH BRISTOL NHS TRUST,42365,28108.0,23486.0,8.355628290878043
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,57011,31320.0,26352.0,8.413793103448276
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,82404,36222.0,34900.0,9.635028435757274
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,23080,17672.0,16836.0,9.526935264825715
RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,4483,4762.0,3694.0,7.757244855102899
RW5,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,4222,3824.0,4190.0,10.957112970711297
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,84186,41264.0,39880.0,9.664598681659559
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,70211,29946.0,19856.0,6.6306017498163365
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,115279,53608.0,50662.0,9.450455155946875
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,50748,28156.0,24680.0,8.765449637732631
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,44946,21180.0,18390.0,8.68271954674221
RWJ,STOCKPORT NHS FOUNDATION TRUST,34544,17738.0,15312.0,8.632314804374788
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,58515,30148.0,25132.0,8.336208040334352
RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,102,76.0,112.0,14.73684210526316
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,35682,22194.0,22170.0,9.98918626655853
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,80092,36950.0,29634.0,8.020027063599459
RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",154,268.0,184.0,6.865671641791045
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,55945,32056.0,29422.0,9.178312952333417
RXF,MID YORKSHIRE TEACHING NHS TRUST,55551,33972.0,29136.0,8.576474743906747
RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,4584,3980.0,3722.0,9.35175879396985
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,66744,32746.0,30978.0,9.460086728150003
RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,40413,18040.0,13990.0,7.754988913525499
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,60692,28320.0,22994.0,8.119350282485877
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,53479,29424.0,30916.0,10.507069059271345
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,47773,23380.0,19454.0,8.320786997433704
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,47178,30992.0,24896.0,8.033040784718638
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,37236,17394.0,18722.0,10.763481660342647
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,84008,52180.0,45978.0,8.811422000766578
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,116136,48170.0,42892.0,8.90429728046502
RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,14961,10174.0,9912.0,9.742480833497149
RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,4203,2980.0,3798.0,12.744966442953022
S1Z4X,NEWMEDICA - BIRMINGHAM,932,652.0,694.0,10.644171779141105
S3H9L,THE HAMPTONS HOSPITAL LTD,739,650.0,626.0,9.630769230769232
S4E3I,MIDLAND EYE (EYE-DOCS LTD),658,512.0,608.0,11.875
T4I8V,SPAMEDICA CHESTERFIELD,167,162.0,254.0,15.679012345679014
T8R5I,SPAMEDICA WOKINGHAM,221,266.0,284.0,10.67669172932331
T8V3L,SPAMEDICA DONCASTER,439,366.0,392.0,10.710382513661203
TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,607,172.0,196.0,11.395348837209303
V4U1Y,SPAMEDICA CHESTER,225,220.0,238.0,10.818181818181818
V5F1D,SPAMEDICA TELFORD,459,272.0,332.0,12.205882352941178
V8N5R,SPAMEDICA DALSTON,457,382.0,428.0,11.204188481675393
Y8L9S,SPAMEDICA BROMLEY,666,486.0,512.0,10.534979423868315
Y9S1N,FAIRFIELD INDEPENDENT HOSPITAL,1497,870.0,1184.0,13.609195402298852
Z1E5F,NEWMEDICA - HARROGATE,293,214.0,190.0,8.878504672897195
Z2L9B,NEWMEDICA - MANCHESTER WEST,345,220.0,228.0,10.363636363636363
Z5J5V,SPAMEDICA HAYDOCK,352,336.0,308.0,9.166666666666668
Z9Z1G,SPAMEDICA GATESHEAD,486,338.0,366.0,10.828402366863905
